,Date,MaxT,MinT,WindSpeed,Humidity ,Precipitation
1,2006-01-08 00:00:00,29.47,21.76,1.58,70.21,0
2,2006-01-09 00:00:00,30.11,20.96,1.59,67.42,0
3,2006-01-10 00:00:00,29.85,21.08,1.65,65.15,0
4,2006-01-11 00:00:00,29.8,20.76,1.51,68.99,0
5,2006-01-12 00:00:00,29.63,20.53,2.1,69.49,0
6,2006-01-13 00:00:00,29.69,19.79,2.14,62.57,0
7,2006-01-14 00:00:00,29.73,19.69,2.1,62.49,0
8,2006-01-15 00:00:00,29.42,19.88,1.78,67.27,0
9,2006-01-16 00:00:00,30.33,19.88,1.27,66.42,0
10,2006-01-17 00:00:00,30.98,20.66,1.26,67.68,0
11,2006-01-18 00:00:00,31.54,20.56,1.37,68.89,0
12,2006-01-19 00:00:00,32.12,20.38,1.63,61.18,0
13,2006-01-20 00:00:00,33.87,20.9,1.65,58.26,0
14,2006-01-21 00:00:00,32.74,20.99,1.41,57.25,0
15,2006-01-22 00:00:00,33.2,20.38,1.97,61.07,0
16,2006-01-23 00:00:00,32.96,21.08,2.46,49.18,0
17,2006-01-24 00:00:00,31.38,20.93,2.28,52.63,0
18,2006-01-25 00:00:00,29.01,20.22,2.49,57.06,0
19,2006-01-26 00:00:00,27,19.63,1.81,56.26,0
20,2006-01-27 00:00:00,29.29,18.12,2.29,57.83,0
21,2006-01-28 00:00:00,29.29,16.79,2.05,56.63,0
22,2006-01-29 00:00:00,29.83,17.65,1.88,55.92,0
23,2006-01-30 00:00:00,29.71,18.5,1.95,53.34,0
24,2006-01-31 00:00:00,30.47,19.94,1.86,61.24,0
25,2006-02-01 00:00:00,30.34,19.48,1.78,65.91,0
26,2006-02-02 00:00:00,30.17,19.87,1.97,62.88,0
27,2006-02-03 00:00:00,31.11,19.18,2.72,63.11,0
28,2006-02-04 00:00:00,31.97,19.99,1.87,55.88,0
29,2006-02-05 00:00:00,32.09,19.31,1.79,55.4,0
30,2006-02-06 00:00:00,30.97,20.14,1.9,60.41,0
31,2006-02-07 00:00:00,30.94,19.82,1.82,51.2,0
32,2006-02-08 00:00:00,30.22,19.74,1.8,53.74,0
33,2006-02-09 00:00:00,29.58,19.85,2.03,55.11,0
34,2006-02-10 00:00:00,31.21,19.64,2.24,53.01,0
35,2006-02-11 00:00:00,32.2,20.13,2.12,57.28,0
36,2006-02-12 00:00:00,31.28,19.76,1.77,57.32,0
37,2006-02-13 00:00:00,31.82,19.7,1.69,54.57,0
38,2006-02-14 00:00:00,34.13,20.61,1.73,52.85,0
39,2006-02-15 00:00:00,33.5,20.92,1.33,56.21,0
40,2006-02-16 00:00:00,33.42,20.44,1.84,55.12,0
41,2006-02-17 00:00:00,32.83,21.75,1.87,58.85,0
42,2006-02-18 00:00:00,33.06,22.58,1.94,57.43,0
43,2006-02-19 00:00:00,33.93,22.42,1.68,54.02,0
44,2006-02-20 00:00:00,33.88,22.53,2.04,59.86,0
45,2006-02-21 00:00:00,34.15,21.76,1.77,58.24,0
46,2006-02-22 00:00:00,34.68,21.87,1.68,53.26,0
47,2006-02-23 00:00:00,34.92,21.35,2,50.85,0
48,2006-02-24 00:00:00,35.27,20.96,1.98,45.65,0
49,2006-02-25 00:00:00,35.25,20.79,1.8,45.36,0
50,2006-02-26 00:00:00,35.59,21.62,2.13,49.73,0
51,2006-02-27 00:00:00,34.83,21.41,2.62,52.34,0
52,2006-02-28 00:00:00,34.57,22.55,2.51,56,0
53,2006-03-01 00:00:00,33.64,23.52,2.46,56.2,0
54,2006-03-02 00:00:00,33.09,22.76,2.83,65.96,0
55,2006-03-03 00:00:00,32.07,24.3,2.76,71.34,4.8
56,2006-03-04 00:00:00,33.05,25.28,2.25,71.68,0
57,2006-03-05 00:00:00,32.85,24.57,2.29,69.64,4.8
58,2006-03-06 00:00:00,33.72,24.13,2.22,67.02,0
59,2006-03-07 00:00:00,33.26,24,2.16,65.47,0
60,2006-03-08 00:00:00,33.03,24.11,2.23,64.3,0
61,2006-03-09 00:00:00,32.68,24.18,3.16,63.49,0
62,2006-03-10 00:00:00,32.49,23.8,2.59,66.29,0
63,2006-03-11 00:00:00,30.77,22.67,2.05,76.2,0
64,2006-03-12 00:00:00,32.5,23.4,1.74,64.77,0
65,2006-03-13 00:00:00,32.75,23.76,2.29,61.5,0
66,2006-03-14 00:00:00,33.28,24.31,2.59,63.21,0
67,2006-03-15 00:00:00,33.73,25.32,2.35,70.15,0
68,2006-03-16 00:00:00,33.33,24.76,2.42,59.57,0
69,2006-03-17 00:00:00,32.7,24.2,2.29,60.08,0
70,2006-03-18 00:00:00,33.79,23.55,2.97,56.66,0
71,2006-03-19 00:00:00,33.2,24.42,2.35,53.35,0
72,2006-03-20 00:00:00,34.1,23.53,1.97,56.88,0
73,2006-03-21 00:00:00,35.91,23.54,2.17,50.12,0
74,2006-03-22 00:00:00,35.44,24.43,2.51,48.52,0
75,2006-03-23 00:00:00,36.38,24.75,2.21,49.76,0
76,2006-03-24 00:00:00,35.11,24.55,1.58,48.75,0
77,2006-03-25 00:00:00,35.77,24.42,2.11,53.35,0
78,2006-03-26 00:00:00,36.44,24.89,2.1,51.28,0
79,2006-03-27 00:00:00,36.72,25.76,2.42,46.4,0
80,2006-03-28 00:00:00,35.67,25.92,2.05,57.35,0
81,2006-03-29 00:00:00,33.8,24.54,2.3,51.31,0
82,2006-03-30 00:00:00,34.8,24.82,2.54,52.38,0
83,2006-03-31 00:00:00,35.58,24.87,1.72,54.6,0
84,2006-04-01 00:00:00,35.98,25.31,2.16,53.74,0
85,2006-04-02 00:00:00,35.38,26.3,2.74,62.42,0
86,2006-04-03 00:00:00,35.37,26.27,2.74,63.35,0
87,2006-04-04 00:00:00,35.61,26,2.47,59.3,0
88,2006-04-05 00:00:00,36.41,26.25,2.41,50.37,0
89,2006-04-06 00:00:00,36.84,26.07,2.38,61.16,0
90,2006-04-07 00:00:00,36.18,27.04,2.57,55.46,0
91,2006-04-08 00:00:00,36.04,27.58,2.76,59.5,0
92,2006-04-09 00:00:00,35.75,27.95,2.77,56.65,0
93,2006-04-10 00:00:00,35.24,27.24,2.89,69.42,0
94,2006-04-11 00:00:00,36.15,26.15,2.54,59.12,0
95,2006-04-12 00:00:00,36.31,26.94,2.86,52.72,0
96,2006-04-13 00:00:00,36.46,27.39,2.26,51.85,0
97,2006-04-14 00:00:00,35.95,26.47,2.77,62.12,0
98,2006-04-15 00:00:00,35.14,26.83,2.61,68.83,0
99,2006-04-16 00:00:00,34.49,26.92,3.04,76.01,9.82
100,2006-04-17 00:00:00,28.31,22.87,2.43,72.4,9.82
101,2006-04-18 00:00:00,32.88,23.75,2.16,73.69,0
102,2006-04-19 00:00:00,34.8,26.32,2.17,60.37,0
103,2006-04-20 00:00:00,34.63,25.59,2.5,58.44,0
104,2006-04-21 00:00:00,34.78,26.86,2.36,55.29,0
105,2006-04-22 00:00:00,35.41,25.62,2.15,60.32,0
106,2006-04-23 00:00:00,36.41,26.04,2.09,55.01,0
107,2006-04-24 00:00:00,36.37,26.75,2.37,62.2,0
108,2006-04-25 00:00:00,37.9,27.06,2.37,59.3,0
109,2006-04-26 00:00:00,37.56,27.83,2.42,53.04,0
110,2006-04-27 00:00:00,38.78,28.27,3.15,51.13,0
111,2006-04-28 00:00:00,37.32,27.81,2.79,48.93,0
112,2006-04-29 00:00:00,36.9,27.88,2.23,46.08,0
113,2006-04-30 00:00:00,37.31,27.82,3.18,46.54,0
114,2006-05-01 00:00:00,37.36,28.07,3.24,59.94,4.7
115,2006-05-02 00:00:00,36.14,28.32,2.97,61.65,0
116,2006-05-03 00:00:00,35.95,28.26,2.6,70.53,0
117,2006-05-04 00:00:00,36.15,26.71,2.6,66.73,0
118,2006-05-05 00:00:00,36.59,27.84,2.42,67.38,0
119,2006-05-06 00:00:00,36.82,27.69,2.9,55.92,0
120,2006-05-07 00:00:00,36.79,28.05,3.08,61.73,0
121,2006-05-08 00:00:00,36.51,28.53,2.99,55.39,0
122,2006-05-09 00:00:00,36.77,28.09,3.09,53.08,0
123,2006-05-10 00:00:00,38.74,29.05,3.26,46.93,0
124,2006-05-11 00:00:00,38.82,29.22,3.41,64.14,0
125,2006-05-12 00:00:00,37.99,28.25,3.41,56.93,0
126,2006-05-13 00:00:00,37.76,29.55,3.29,61.48,8.36
127,2006-05-14 00:00:00,37.01,29.05,2.91,54.18,0
128,2006-05-15 00:00:00,38.71,29.51,3.03,46.73,0
129,2006-05-16 00:00:00,35.42,29.03,3.14,49.99,7.27
130,2006-05-17 00:00:00,35.78,25.4,3.26,54.78,14.71
131,2006-05-18 00:00:00,34.62,25.49,2.75,59.19,0
132,2006-05-19 00:00:00,37.38,27.04,3.34,52.06,4.9
133,2006-05-20 00:00:00,31.3,25.37,3.87,56.45,14.71
134,2006-05-21 00:00:00,37.3,26.86,3.62,55.46,0
135,2006-05-22 00:00:00,39.12,28.69,3.73,56.53,0
136,2006-05-23 00:00:00,38.79,28.15,3.63,64.59,0
137,2006-05-24 00:00:00,35.4,25.75,4.22,64.16,6.5
138,2006-05-25 00:00:00,33.01,27.02,4.45,58.99,15.9
139,2006-05-26 00:00:00,36.28,27.49,4.38,70.79,0
140,2006-05-27 00:00:00,34.67,27.42,3.39,65.58,10.19
141,2006-05-28 00:00:00,34.69,28.51,2.75,60.94,5.57
142,2006-05-29 00:00:00,35.26,27.92,3.38,58.68,4.5
143,2006-05-30 00:00:00,36.5,28.36,3.54,55.47,0
144,2006-05-31 00:00:00,36.35,28.85,3.78,51.69,0
145,2006-06-01 00:00:00,37.53,28.98,5.1,55.23,0
146,2006-06-02 00:00:00,36.81,29.69,4.51,67.77,0
147,2006-06-03 00:00:00,36.92,28.48,4.41,66.59,3.38
148,2006-06-04 00:00:00,35.37,27.72,3.82,84.78,5.94
149,2006-06-05 00:00:00,32.66,26.89,4.27,62.18,12.75
150,2006-06-06 00:00:00,34.96,27.22,3.54,66.2,0
151,2006-06-07 00:00:00,38.63,29.1,3.66,59.05,0
152,2006-06-08 00:00:00,39.32,29.17,4.07,57.65,0
153,2006-06-09 00:00:00,39.79,29.49,4.57,53.7,0
154,2006-06-10 00:00:00,37.62,28.65,3.97,55.83,0
155,2006-06-11 00:00:00,39.1,28.99,4.37,54.91,0
156,2006-06-12 00:00:00,39.15,28.86,3.99,56.91,0
157,2006-06-13 00:00:00,37.09,28.22,3.63,53.36,0
158,2006-06-14 00:00:00,36.24,28.83,3.7,48.86,12.7
159,2006-06-15 00:00:00,39.25,29.29,3.4,50.75,0
160,2006-06-16 00:00:00,38.07,29.1,2.81,48.31,3.41
161,2006-06-17 00:00:00,38.79,28.61,2.86,56.97,0
162,2006-06-18 00:00:00,38.56,28.77,2.67,56.68,4.49
163,2006-06-19 00:00:00,37.41,27.97,2.76,52.58,4.49
164,2006-06-20 00:00:00,36.56,28.11,3,60.83,0
165,2006-06-21 00:00:00,31.06,25.62,2.02,72.31,18.74
166,2006-06-22 00:00:00,33.48,26.51,1.88,72.02,0
167,2006-06-23 00:00:00,33.14,27.92,2.16,70.52,21.59
168,2006-06-24 00:00:00,34.21,26.44,2.79,70.67,10.8
169,2006-06-25 00:00:00,34.52,27.24,3.58,68.42,5.4
170,2006-06-26 00:00:00,35.57,27.27,4.13,67.68,0
171,2006-06-27 00:00:00,35.29,27.35,4.28,68.5,4.54
172,2006-06-28 00:00:00,30.78,26.8,3.35,75.9,22.68
173,2006-06-29 00:00:00,30.14,26.21,4.12,69.89,13.61
174,2006-06-30 00:00:00,31.75,26.82,5.01,74.85,4.54
175,2006-07-01 00:00:00,32.4,26.63,4.58,66.99,19.47
176,2006-07-02 00:00:00,29.05,26.79,4.92,62.66,20.83
177,2006-07-03 00:00:00,30.51,26.94,5.45,68.97,20.83
178,2006-07-04 00:00:00,32.02,27.83,4.86,83.31,6.45
179,2006-07-05 00:00:00,34.66,27.81,5.01,56.62,0
180,2006-07-06 00:00:00,35.45,27.69,4.65,62.45,0
181,2006-07-07 00:00:00,36.4,28.15,4.65,68.8,0
182,2006-07-08 00:00:00,37.18,29.56,4.86,63.78,0
183,2006-07-09 00:00:00,36.35,29.49,5.16,63.24,0
184,2006-07-10 00:00:00,36.5,29.5,4.99,64.37,0
185,2006-07-11 00:00:00,36.73,28.97,4.68,68.64,0
186,2006-07-12 00:00:00,35.46,28.02,4.41,72.64,0
187,2006-07-13 00:00:00,36.94,28.92,5.03,69.9,0
188,2006-07-14 00:00:00,34.06,27.54,4.94,69.83,10.51
189,2006-07-15 00:00:00,33.76,26.95,5.03,63.67,10.51
190,2006-07-16 00:00:00,36.47,28.51,4.43,66.64,0
191,2006-07-17 00:00:00,36.43,28.91,4.84,62.42,0
192,2006-07-18 00:00:00,36.55,27.63,4.37,73.81,0
193,2006-07-19 00:00:00,36.27,27.74,4.17,76.9,0
194,2006-07-20 00:00:00,34.62,28.58,4.38,77.35,13.21
195,2006-07-21 00:00:00,32.64,27.04,4.45,76.34,34.59
196,2006-07-22 00:00:00,32.68,24.7,4.52,76.16,11.53
197,2006-07-23 00:00:00,32.8,26.01,4.15,74.91,5.77
198,2006-07-24 00:00:00,34.63,27.31,3.58,74.87,0
199,2006-07-25 00:00:00,29.97,26.74,3.55,78.25,0
200,2006-07-26 00:00:00,31,26.18,3.47,82.38,32.17
201,2006-07-27 00:00:00,28.62,25.21,4.13,85.26,43.28
202,2006-07-28 00:00:00,30.18,25.19,4.73,76.71,0
203,2006-07-29 00:00:00,30.24,25.68,5.2,75.25,6.64
204,2006-07-30 00:00:00,32.44,26.64,4.85,75.77,0
205,2006-07-31 00:00:00,34.27,27.74,4.95,70.91,0
206,2006-08-01 00:00:00,30.67,27,4.2,76.04,31.98
207,2006-08-02 00:00:00,27.37,25.72,4.56,69.12,51.16
208,2006-08-03 00:00:00,25.69,24.47,4.7,70.59,51.16
209,2006-08-04 00:00:00,26.99,24.44,5.08,68.97,51.16
210,2006-08-05 00:00:00,30.86,25.1,4.52,85.2,12.79
211,2006-08-06 00:00:00,32.58,26.09,4.66,75.17,0
212,2006-08-07 00:00:00,33.96,26.23,4.31,74.58,0
213,2006-08-08 00:00:00,34.05,27.02,4.46,76.82,0
214,2006-08-09 00:00:00,33.69,26.13,3.96,74.97,15.46
215,2006-08-10 00:00:00,33.25,26.05,4.38,73.56,15.46
216,2006-08-11 00:00:00,32.36,25.79,4.05,73.07,3.06
217,2006-08-12 00:00:00,31.54,26.53,3.82,73.39,4.25
218,2006-08-13 00:00:00,32.87,27.23,4.88,72.63,0
219,2006-08-14 00:00:00,34.11,27.63,4.81,69.44,0
220,2006-08-15 00:00:00,33.53,28.17,4.49,71.48,10.02
221,2006-08-16 00:00:00,32.69,27.19,4.01,78.35,11.84
222,2006-08-17 00:00:00,32.29,26.05,4.49,72.5,4.67
223,2006-08-18 00:00:00,34.07,26.98,4.06,78.8,0
224,2006-08-19 00:00:00,35.65,26.91,2.69,72.63,6.85
225,2006-08-20 00:00:00,33.74,26.45,3.09,70.26,9.35
226,2006-08-21 00:00:00,32.45,26.49,3.31,65.6,6.71
227,2006-08-22 00:00:00,29.96,26.43,3.94,78.12,16.77
228,2006-08-23 00:00:00,32.59,27.23,3.23,71.32,3.3
229,2006-08-24 00:00:00,33.79,26.96,3.3,77.68,10.06
230,2006-08-25 00:00:00,34.35,26,2.71,76.67,0
231,2006-08-26 00:00:00,33.26,27.91,3.48,75.05,0
232,2006-08-27 00:00:00,32.55,27.67,3.82,73.29,5.06
233,2006-08-28 00:00:00,29.55,26.28,4.03,70.91,10.12
234,2006-08-29 00:00:00,30.94,25.59,3.83,73.15,12.65
235,2006-08-30 00:00:00,31.77,26.3,4.12,73.87,0
236,2006-08-31 00:00:00,32.79,26.84,3.77,67.96,0
237,2006-09-01 00:00:00,35.02,26.64,3.07,67.48,0
238,2006-09-02 00:00:00,34.72,26.28,2.17,73.44,5.84
239,2006-09-03 00:00:00,34.69,26.83,2.5,67.18,14.93
240,2006-09-04 00:00:00,35.18,26.35,2.7,74.06,20.77
241,2006-09-05 00:00:00,31.73,24.93,2.9,79.28,11.9
242,2006-09-06 00:00:00,33.62,26.74,2.57,81,11.06
243,2006-09-07 00:00:00,33.6,27.06,2.17,75.4,0
244,2006-09-08 00:00:00,34.46,26.92,1.76,77.82,0
245,2006-09-09 00:00:00,34.48,26.98,2.41,79.7,0
246,2006-09-10 00:00:00,34.07,26.91,2.1,83.16,0
247,2006-09-11 00:00:00,33.5,27.27,2.47,69.49,0
248,2006-09-12 00:00:00,35.08,27.46,2.25,76.34,0
249,2006-09-13 00:00:00,34.38,26.77,1.71,66.33,3.81
250,2006-09-14 00:00:00,33.57,25.66,2.11,72.19,7.69
251,2006-09-15 00:00:00,29.41,25.11,1.65,82.44,12.81
252,2006-09-16 00:00:00,29.06,25.08,2.73,75.34,25.77
253,2006-09-17 00:00:00,28.84,24.82,3.41,77.22,34.36
254,2006-09-18 00:00:00,29.67,24.96,3.28,73.72,12.98
255,2006-09-19 00:00:00,28.06,24.82,3.71,77.6,8.59
256,2006-09-20 00:00:00,28.79,24.44,3.45,74.55,17.18
257,2006-09-21 00:00:00,30.38,25.44,3.83,77.76,9.43
258,2006-09-22 00:00:00,31.32,26.57,3.62,74.63,10.78
259,2006-09-23 00:00:00,30.65,26.29,3.04,76.13,6.63
260,2006-09-24 00:00:00,32.3,25.65,2.68,76.88,11.34
261,2006-09-25 00:00:00,32.69,25.32,2.54,80.6,0
262,2006-09-26 00:00:00,34.14,25.69,2.91,71.79,0
263,2006-09-27 00:00:00,34.66,25.84,2.46,73.21,0
264,2006-09-28 00:00:00,34.84,26.15,2.14,73.27,9.33
265,2006-09-29 00:00:00,31.7,26.54,2.68,70.29,13.95
266,2006-09-30 00:00:00,32.12,25.56,4.09,70.37,0
267,2006-10-01 00:00:00,32.51,23.91,3.2,77.26,0
268,2006-10-02 00:00:00,32.72,25.41,1.33,82.36,0
269,2006-10-03 00:00:00,33.21,26.05,1.22,77.37,0
270,2006-10-04 00:00:00,33.87,26.47,1.72,76.74,0
271,2006-10-05 00:00:00,34.94,27,2.8,79.54,0
272,2006-10-06 00:00:00,35.57,27.3,2.18,74.92,0
273,2006-10-07 00:00:00,35.58,26.61,1.82,75.85,0
274,2006-10-08 00:00:00,35.03,27.09,2.06,68.34,0
275,2006-10-09 00:00:00,35.13,26.43,1.69,72.98,0
276,2006-10-10 00:00:00,34.99,26.07,1.63,72.24,0
277,2006-10-11 00:00:00,34.9,26.39,1.3,73.37,0
278,2006-10-12 00:00:00,35.1,26.44,1.84,67.81,8.86
279,2006-10-13 00:00:00,34.25,26.38,1.56,71.67,0
280,2006-10-14 00:00:00,34.17,25.9,1.62,70.52,0
281,2006-10-15 00:00:00,34.06,25.72,1.87,71.62,0
282,2006-10-16 00:00:00,34.12,25.53,1.91,71.94,0
283,2006-10-17 00:00:00,33.91,25.73,1.58,65.42,0
284,2006-10-18 00:00:00,32.19,25.33,2.14,74.27,0
285,2006-10-19 00:00:00,33.95,24.09,1.54,79.26,0
286,2006-10-20 00:00:00,33.47,24.98,1.95,72.98,0
287,2006-10-21 00:00:00,33.63,24.54,1.34,70.78,0
288,2006-10-22 00:00:00,33.21,24.82,1.99,79.39,0
289,2006-10-23 00:00:00,33.33,24.85,1.18,80.51,0
290,2006-10-24 00:00:00,32.65,24.86,2.03,80.64,0
291,2006-10-25 00:00:00,32.17,24.49,2.02,67.47,0
292,2006-10-26 00:00:00,31.15,23.86,1.57,73.16,19.15
293,2006-10-27 00:00:00,30.61,23.69,2.08,83.67,38.29
294,2006-10-28 00:00:00,26.62,23.71,2.23,72.75,46.84
295,2006-10-29 00:00:00,24.92,23.37,2.21,80.59,57.44
296,2006-10-30 00:00:00,26.22,23.47,2.16,81.83,85.14
297,2006-10-31 00:00:00,26.38,23.35,2.07,82.57,19.15
298,2006-11-01 00:00:00,26.91,24.2,1.5,85.81,0
299,2006-11-02 00:00:00,28.05,23.98,2,88.43,35.38
300,2006-11-03 00:00:00,29.2,24.65,0.91,69.09,22.56
301,2006-11-04 00:00:00,30.92,24.63,1.08,83.48,0
302,2006-11-05 00:00:00,31.23,24.28,1.23,76.86,0
303,2006-11-06 00:00:00,31.38,24.67,1.02,79.28,0
304,2006-11-07 00:00:00,30.81,24.41,0.88,81.94,0
305,2006-11-08 00:00:00,29.8,23.47,1.2,78.2,0
306,2006-11-09 00:00:00,27.73,23.02,1.06,79.39,0
307,2006-11-10 00:00:00,29.67,22.67,1.71,80.35,0
308,2006-11-11 00:00:00,30.72,23.02,2.06,76.8,0
309,2006-11-12 00:00:00,30.5,23.32,1.85,80.53,0
310,2006-11-13 00:00:00,29.49,22.9,1.96,79.58,4.91
311,2006-11-14 00:00:00,30.35,22.84,1.89,75.46,0
312,2006-11-15 00:00:00,30.24,23.03,1.79,73.1,0
313,2006-11-16 00:00:00,30.33,23.27,1.47,77.56,0
314,2006-11-17 00:00:00,30.51,23.25,1.79,74.14,0
315,2006-11-18 00:00:00,30.85,23.48,1.2,67.79,0
316,2006-11-19 00:00:00,30.3,22.76,1.23,75.36,0
317,2006-11-20 00:00:00,30.54,22.45,1.98,74.69,0
318,2006-11-21 00:00:00,30.71,20.73,1.08,72.84,0
319,2006-11-22 00:00:00,30.32,20.49,1.15,72.12,0
320,2006-11-23 00:00:00,30.36,20.08,1.6,68.72,0
321,2006-11-24 00:00:00,29.62,21.53,1.79,73.97,0
322,2006-11-25 00:00:00,29.94,22.44,2.05,72.04,0
323,2006-11-26 00:00:00,30.45,23.69,1.93,77.11,0
324,2006-11-27 00:00:00,30.94,22.54,1.71,77.27,0
325,2006-11-28 00:00:00,30.76,22.45,1.87,74.03,0
326,2006-11-29 00:00:00,31.01,22.77,1.65,79.31,0
327,2006-11-30 00:00:00,31.06,22.66,1.54,77.03,0
328,2006-12-01 00:00:00,31.18,22.4,1.52,70.86,0
329,2006-12-02 00:00:00,31.13,23.02,1.82,72.9,0
330,2006-12-03 00:00:00,30.88,23.55,1.55,68.99,0
331,2006-12-04 00:00:00,30.5,22.82,1.63,68.09,0
332,2006-12-05 00:00:00,30.79,21.9,1.54,70.23,0
333,2006-12-06 00:00:00,30.09,20.83,1.51,69.52,0
334,2006-12-07 00:00:00,30.33,20.8,1.88,72.96,0
335,2006-12-08 00:00:00,31.11,19.97,1.84,70.69,0
336,2006-12-09 00:00:00,30.89,19.56,1.57,65.7,0
337,2006-12-10 00:00:00,30.16,19.88,1.76,68.88,0
338,2006-12-11 00:00:00,30.7,22.97,1.62,78.13,0
339,2006-12-12 00:00:00,30.73,21.93,1.55,74.23,0
340,2006-12-13 00:00:00,30.68,22.43,2.02,69.1,0
341,2006-12-14 00:00:00,30.07,21.25,2.12,67.86,0
342,2006-12-15 00:00:00,30.25,19.91,1.78,65.84,0
343,2006-12-16 00:00:00,30.07,18.87,2.31,65.92,0
344,2006-12-17 00:00:00,29.55,18,2.02,58.87,0
345,2006-12-18 00:00:00,29.49,18.32,1.71,64.53,0
346,2006-12-19 00:00:00,29.23,18.43,1.34,65.3,0
347,2006-12-20 00:00:00,28.92,19.6,1.59,61.93,0
348,2006-12-21 00:00:00,29.56,21.21,1.56,69.23,0
349,2006-12-22 00:00:00,29.44,21.61,1.84,66.85,0
350,2006-12-23 00:00:00,29.35,20.02,1.88,68.94,0
351,2006-12-24 00:00:00,28.71,20.04,1.83,67.92,0
352,2006-12-25 00:00:00,29.55,20.22,1.44,65.08,0
353,2006-12-26 00:00:00,29.35,19.61,1.36,66.48,0
354,2006-12-27 00:00:00,29.57,19.12,1.76,72.16,0
355,2006-12-28 00:00:00,30.16,19.63,1.34,67.21,0
356,2006-12-29 00:00:00,29.18,20.62,1.21,65.85,0
357,2006-12-30 00:00:00,30.16,20.79,1.5,67.42,0
358,2006-12-31 00:00:00,29.94,20.44,1.07,69.4,0
359,2007-01-01 00:00:00,29.87,20.11,1.65,64.09,0
360,2007-01-02 00:00:00,30.54,19.99,1.29,57.5,0
361,2007-01-03 00:00:00,29.83,19.04,1.31,62.76,0
362,2007-01-04 00:00:00,29.67,19.06,1.51,65.3,0
363,2007-01-05 00:00:00,29.2,18.83,1.48,69.79,0
364,2007-01-06 00:00:00,29.25,19.47,1.68,64.92,0
365,2007-01-07 00:00:00,29.13,19.46,2.01,62.93,0
366,2007-01-08 00:00:00,28.97,18.58,1.66,64.92,0
367,2007-01-09 00:00:00,29.38,19.45,2.23,67.42,0
368,2007-01-10 00:00:00,29.08,18.82,1.69,65.03,0
369,2007-01-11 00:00:00,29.12,18.9,1.54,67.12,0
370,2007-01-12 00:00:00,29.19,19.23,1.92,67.06,0
371,2007-01-13 00:00:00,29.41,19.98,1.8,65.19,0
372,2007-01-14 00:00:00,29.78,20.14,2.02,62.25,0
373,2007-01-15 00:00:00,29.86,19.66,1.82,67.75,0
374,2007-01-16 00:00:00,30.61,19.5,1.59,67.22,0
375,2007-01-17 00:00:00,30.09,19.77,1.81,58.61,0
376,2007-01-18 00:00:00,29.49,20.43,2.34,60.92,0
377,2007-01-19 00:00:00,30.08,20.44,1.36,67.63,0
378,2007-01-20 00:00:00,31.24,20.83,1.19,56.96,0
379,2007-01-21 00:00:00,30.55,21,1.32,64.9,0
380,2007-01-22 00:00:00,31.27,20.6,1.23,67.42,0
381,2007-01-23 00:00:00,30.93,20.97,1.69,63.77,0
382,2007-01-24 00:00:00,30.39,22.96,1.65,66.15,0
383,2007-01-25 00:00:00,30.19,21.35,2,62.56,0
384,2007-01-26 00:00:00,30.17,19.81,1.62,61.39,0
385,2007-01-27 00:00:00,30.11,19.19,2.2,68.2,0
386,2007-01-28 00:00:00,30.82,19.83,2.45,68,0
387,2007-01-29 00:00:00,30.29,20.16,2.41,64.77,0
388,2007-01-30 00:00:00,30.23,19.99,2.27,66.58,0
389,2007-01-31 00:00:00,31.53,19.46,1.63,63.44,0
390,2007-02-01 00:00:00,31.04,19.35,1.33,63.09,0
391,2007-02-02 00:00:00,30.69,20.28,1.89,66.97,0
392,2007-02-03 00:00:00,30.84,21.03,1.79,59.62,0
393,2007-02-04 00:00:00,31.71,21.09,1.44,62.52,0
394,2007-02-05 00:00:00,31.98,20.82,1.33,56.35,0
395,2007-02-06 00:00:00,32.08,20.62,1.44,64.12,0
396,2007-02-07 00:00:00,31.86,21.16,1.6,61.7,0
397,2007-02-08 00:00:00,31.64,21.66,1.98,65.01,0
398,2007-02-09 00:00:00,30.93,21.6,2.35,68.56,0
399,2007-02-10 00:00:00,30.58,22.89,2.67,67.76,0
400,2007-02-11 00:00:00,30.53,20.56,2.45,69.5,0
401,2007-02-12 00:00:00,30.96,21.56,2.35,70.58,0
402,2007-02-13 00:00:00,30.68,22.45,2.95,65.5,2.79
403,2007-02-14 00:00:00,31.7,21.29,1.98,61.44,0
404,2007-02-15 00:00:00,31.45,20.63,1.79,59.31,0
405,2007-02-16 00:00:00,30.85,22.38,1.75,58.32,3.51
406,2007-02-17 00:00:00,31.65,22.98,1.86,61.11,0
407,2007-02-18 00:00:00,30.49,22.3,2.54,66.51,0
408,2007-02-19 00:00:00,30.86,21.73,3.22,62.7,0
409,2007-02-20 00:00:00,31.02,21.16,2.35,58.16,0
410,2007-02-21 00:00:00,31.04,19.62,2.31,53.86,0
411,2007-02-22 00:00:00,31.95,18.92,2.34,54.74,0
412,2007-02-23 00:00:00,31.35,19.34,2.18,54.7,0
413,2007-02-24 00:00:00,31.62,19.89,2.65,53.59,0
414,2007-02-25 00:00:00,33.01,19.51,1.93,64.87,0
415,2007-02-26 00:00:00,32.24,20.06,1.61,67.59,0
416,2007-02-27 00:00:00,32.17,21.09,2.28,67.77,0
417,2007-02-28 00:00:00,31.97,21.98,2.43,58.01,0
418,2007-03-01 00:00:00,33.01,22.03,2.5,56.92,0
